campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2023,8,4,9,27423.08,6386.48,12993.01,3.91,253.4,46.31,7835,1958792,749,13056,3263065,1247,327,81785,31,21218,5303641,106577,11.425,6,,27423.08
All Campuses,, , ,2023,8,4,10,28578.04,9415.61,13520.24,3.85,263.6,48.18,8165,2041290,780,13585,3395473,1298,322,80496,31,22073,5517258,110905,10.406,6,,28578.04
All Campuses,, , ,2023,8,4,11,27066.25,10553.11,13897.48,3.91,263.03,48.07,7733,1933304,739,13964,3490213,1334,328,81856,31,22025,5505373,113778,8.965,6,,27066.25
All Campuses,, , ,2023,8,4,12,27580.56,11508.83,14178.4,3.87,268.12,49,7880,1970041,753,14247,3560764,1361,324,80936,31,22451,5611741,116075,8.725999999999999,6,,27580.56
All Campuses,, , ,2023,8,4,13,27500.92,10923.33,14434.52,3.9699999999999998,271.03,49.53,7857,1964352,751,14504,3625085,1386,333,83175,32,22694,5672612,118116,9.002,6,,27500.92
All Campuses,, , ,2023,8,4,14,27598.84,9789.2,14618.28,3.82,273.41,49.97,7885,1971346,753,14689,3671235,1403,320,79983,31,22894,5722564,119596,9.672,6,,27598.84
All Campuses,, , ,2023,8,4,15,27459.5,8296.98,14793.03,3.83,275.04,50.27,7846,1961394,750,14864,3715123,1420,321,80193,31,23031,5756710,120980,10.406,6,,27459.5
All Campuses,, , ,2023,8,4,16,27394.42,6441.82,14738.49,3.73,274.07,50.09,7827,1956745,748,14809,3701423,1415,312,78094,30,22949,5736262,120538,11.375,6,,27394.42
All Campuses,, , ,2023,8,4,17,26877.79,4670.82,14840.84,3.76,273.56,50,7679,1919843,734,14912,3727129,1425,315,78767,30,22907,5725739,121307,12.06,6,,26877.79
All Campuses,, , ,2023,8,4,18,25497.7,1591.26,14122.21,3.79,260.26,47.57,7285,1821265,696,14190,3546653,1356,318,79391,30,21793,5447309,115425,12.981,6,,25497.7
All Campuses,, , ,2023,8,4,19,24596.05,43.93,13409.94,3.85,248.7,45.45,7027,1756861,671,13475,3367772,1287,323,80664,31,20825,5205297,109641,13.335,6,,24596.05
All Campuses,, , ,2023,8,4,20,23983.13,3.01,12590.55,3.8,236.72,43.27,6852,1713081,655,12651,3161992,1209,318,79550,30,19822,4954623,103027,13.019,6,,23983.13
All Campuses,, , ,2023,8,4,21,24271.59,91.2,11907.52,3.9,229.61,41.96,6935,1733686,663,11965,2990455,1143,326,81570,31,19226,4805711,97590,13.131,6,,24271.59
All Campuses,, , ,2023,8,4,22,27668.17,2.22,11048.02,3.8,230.78,42.18,7905,1976299,755,11101,2774599,1061,318,79545,30,19325,4830442,91040,15.026,6,,27668.17
All Campuses,, , ,2023,8,4,23,26160.58,86.36,10188.86,3.65,215.18,39.33,7474,1868613,714,10238,2558831,978,306,76369,29,18018,4503814,84022,14.159,6,,26160.58
All Campuses,, , ,2023,8,5,0,25478.48,1.62,9622.3,3.88,206.29,37.7,7280,1819892,695,9669,2416545,924,325,81241,31,17273,4317679,79424,13.835,7,,25478.48
All Campuses,, , ,2023,8,5,1,25281.62,1.78,9398.91,3.82,202.87,37.08,7223,1805831,690,9444,2360443,902,320,79937,31,16987,4246211,77618,13.728,7,,25281.62
All Campuses,, , ,2023,8,5,2,24991.72,78.83,9389.15,4.1,202.05,36.93,7140,1785124,682,9434,2357991,901,344,85879,33,16918,4228993,77512,13.528,7,,24991.72
All Campuses,, , ,2023,8,5,3,24526.51,1.88,9093.09,3.81,196.62,35.94,7008,1751894,670,9137,2283637,873,319,79780,30,16464,4115312,75099,13.317,7,,24526.51
All Campuses,, , ,2023,8,5,4,24466.92,1.44,9377.33,4.03,200.04,36.56,6991,1747638,668,9422,2355023,900,337,84248,32,16750,4186909,77368,13.287,7,,24466.92
All Campuses,, , ,2023,8,5,5,24717.05,3.44,10090.52,4.09,209.51,38.29,7062,1765504,675,10139,2534132,969,342,85530,33,17543,4385167,83097,13.419,7,,24717.05
All Campuses,, , ,2023,8,5,6,24587.71,158.66,10621.91,3.86,215.22,39.34,7025,1756266,671,10673,2667587,1020,323,80739,31,18021,4504592,87336,13.264,7,,24587.71
All Campuses,, , ,2023,8,5,7,23588.86,1637.58,11224.57,3.92,219.1,40.05,6740,1684919,644,11279,2818939,1078,328,82046,31,18347,4585905,92061,11.92,7,,23588.86
All Campuses,, , ,2023,8,5,8,24827.28,4336.22,12207.04,3.77,234.97,42.95,7094,1773378,678,12266,3065676,1172,316,78978,30,19675,4918031,100040,11.126,7,,24827.28
All Campuses,, , ,2023,8,5,9,25744.06,6269.55,12750.31,3.7,244.54,44.7,7355,1838862,703,12812,3202113,1224,310,77388,30,20477,5118363,104474,10.575,7,,25744.06
All Campuses,, , ,2023,8,5,10,26238,8801.19,13051.96,3.86,250.01,45.69,7497,1874143,716,13115,3277869,1253,323,80823,31,20935,5232835,106935,9.471,7,,26238
All Campuses,, , ,2023,8,5,11,26853.54,9612.41,13238.85,3.79,254.28,46.48,7672,1918111,733,13303,3324806,1271,317,79308,30,21292,5322225,108489,9.362,7,,26853.54
All Campuses,, , ,2023,8,5,12,27591.17,10021.81,13646.94,3.6,261.51,47.8,7883,1970799,753,13713,3427292,1310,301,75356,29,21897,5473446,111824,9.54,7,,27591.17
All Campuses,, , ,2023,8,5,13,27928.5,10335.85,13948.89,3.75,266.44,48.7,7980,1994894,762,14016,3503124,1339,314,78568,30,22310,5576585,114272,9.554,7,,27928.5
All Campuses,, , ,2023,8,5,14,27506.17,9692,14119.3,3.65,266.94,48.79,7859,1964727,751,14187,3545921,1355,306,76434,29,22352,5587082,115595,9.674,7,,27506.17
All Campuses,, , ,2023,8,5,15,27584.26,8629.67,14248.99,3.69,268.8,49.13,7881,1970305,753,14318,3578491,1368,309,77213,30,22508,5626009,116640,10.293,7,,27584.26
All Campuses,, , ,2023,8,5,16,27321.74,6371.42,14014.4,3.92,265.32,48.49,7806,1951553,746,14082,3519576,1345,328,82018,31,22216,5553147,114738,11.377,7,,27321.74
All Campuses,, , ,2023,8,5,17,26913.75,4425.82,14030.76,3.75,263.96,48.24,7690,1922411,735,14098,3523685,1347,314,78532,30,22102,5524628,114830,12.21,7,,26913.75
All Campuses,, , ,2023,8,5,18,26188.41,1871.52,13606.01,3.84,256.47,46.87,7482,1870602,715,13672,3417013,1306,321,80291,31,21475,5367906,111362,13.205,7,,26188.41
All Campuses,, , ,2023,8,5,19,25393.95,49.36,12722.65,3.89,243.21,44.45,7255,1813854,693,12784,3195166,1221,326,81380,31,20365,5090400,104219,13.763,7,,25393.95
All Campuses,, , ,2023,8,5,20,24296.18,27.33,11997.8,3.86,230.74,42.17,6942,1735442,663,12056,3013127,1152,324,80865,31,19321,4829435,98315,13.179,7,,24296.18
All Campuses,, , ,2023,8,5,21,23519.03,2.05,11490.5,4.01,222.15,40.6,6720,1679931,642,11546,2885725,1103,336,83909,32,18601,4649565,94182,12.768,7,,23519.03
All Campuses,, , ,2023,8,5,22,22884.62,75.77,10631.73,4.01,209.68,38.32,6538,1634617,625,10683,2670053,1021,336,83918,32,17557,4388587,87251,12.389,7,,22884.62
All Campuses,, , ,2023,8,5,23,22478.27,1.31,10023.48,4.06,201.04,36.74,6422,1605591,614,10072,2517298,962,340,85050,33,16834,4207939,82346,12.202,7,,22478.27
All Campuses,, , ,2023,8,6,0,21747.2,1.35,9727.78,4.15,195.09,35.66,6213,1553372,594,9775,2443035,934,348,86910,33,16336,4083317,79910,11.807,1,,21747.2
All Campuses,, , ,2023,8,6,1,21045.1,1.99,9405.37,4.05,188.72,34.49,6013,1503222,574,9451,2362065,903,339,84786,32,15803,3950072,77263,11.425,1,,21045.1
All Campuses,, , ,2023,8,6,2,20774.47,81.94,9101.58,3.99,184.1,33.65,5936,1483891,567,9145,2285771,874,334,83594,32,15415,3853256,74807,11.236,1,,20774.47
All Campuses,, , ,2023,8,6,3,20409.41,1.56,9117.96,4.07,183.13,33.47,5831,1457816,557,9162,2289884,875,341,85195,33,15334,3832895,74903,11.083,1,,20409.41
All Campuses,, , ,2023,8,6,4,20725.03,1.45,9264.2,4.13,186.02,34,5921,1480360,566,9309,2326611,889,346,86391,33,15576,3893362,76103,11.252,1,,20725.03
All Campuses,, , ,2023,8,6,5,20852.81,3.13,9859.93,4.12,193.59,35.38,5958,1489487,569,9907,2476222,947,345,86268,33,16211,4051977,80881,11.322,1,,20852.81
All Campuses,, , ,2023,8,6,6,21207.41,161.07,10375.93,4.05,200.92,36.72,6059,1514816,579,10426,2605811,996,339,84760,32,16824,4205387,85043,11.429,1,,21207.41
All Campuses,, , ,2023,8,6,7,22492.37,1629.75,11181.12,3.96,214.88,39.27,6426,1606599,614,11235,2808027,1073,332,82865,32,17993,4497490,91608,11.33,1,,22492.37
All Campuses,, , ,2023,8,6,8,23294.44,4338.55,11792.73,3.98,224.98,41.12,6656,1663889,636,11850,2961627,1132,333,83280,32,18838,4708795,96578,10.294,1,,23294.44
All Campuses,, , ,2023,8,6,9,24655.17,6377.36,12773.33,3.89,241.3,44.1,7044,1761084,673,12835,3207893,1226,326,81386,31,20205,5050364,104554,9.927,1,,24655.17
All Campuses,, , ,2023,8,6,10,25705.81,9672.14,13027.27,3.75,247.79,45.29,7345,1836130,702,13090,3271669,1251,314,78445,30,20748,5186244,106686,8.708,1,,25705.81
All Campuses,, , ,2023,8,6,11,26979.89,11036.76,13455.26,3.67,257.19,47.01,7709,1927136,736,13520,3379155,1292,307,76839,29,21536,5383130,110232,8.657,1,,26979.89
All Campuses,, , ,2023,8,6,12,27723.34,11763.39,13627.44,3.61,261.74,47.84,7921,1980240,757,13693,3422396,1308,302,75550,29,21916,5478185,111681,8.666,1,,27723.34
All Campuses,, , ,2023,8,6,13,28214.48,11484.69,13885.53,3.73,266.63,48.73,8061,2015321,770,13952,3487211,1333,312,78101,30,22326,5580634,113793,9.083,1,,28214.48
All Campuses,, , ,2023,8,6,14,29447.22,10539.78,14614.85,3.45,279.31,51.05,8413,2103374,804,14685,3670373,1403,289,72241,28,23388,5845988,119746,10.266,1,,29447.22
All Campuses,, , ,2023,8,6,15,29551.6,5895.93,14989.48,3.51,284.22,51.95,8443,2110830,807,15062,3764459,1439,294,73556,28,23799,5948845,122753,12.844,1,,29551.6
All Campuses,, , ,2023,8,6,16,29939.02,5961.78,15519.03,3.56,291.94,53.36,8554,2138503,817,15594,3897449,1490,298,74509,28,24446,6110461,127026,13.02,1,,29939.02
All Campuses,, , ,2023,8,6,17,30094.14,4266.09,15635.76,3.37,293.68,53.68,8598,2149582,821,15711,3926764,1501,282,70533,27,24592,6146879,127975,14.024,1,,30094.14
All Campuses,, , ,2023,8,6,18,30200.46,1471.57,15555.22,3.48,293.19,53.59,8629,2157177,824,15630,3906538,1493,291,72818,28,24550,6136533,127341,15.598,1,,30200.46
All Campuses,, , ,2023,8,6,19,30089.33,150.7,15156.29,3.51,288.06,52.65,8597,2149239,821,15229,3806350,1455,294,73542,28,24120,6029130,124139,16.258,1,,30089.33
All Campuses,, , ,2023,8,6,20,29890.59,3.52,14701.28,3.39,281.8,51.5,8540,2135043,816,14772,3692080,1411,284,70969,27,23596,5898092,120480,16.23,1,,29890.59
All Campuses,, , ,2023,8,6,21,29978.65,74.16,14160.11,3.55,275.77,50.4,8565,2141333,818,14228,3556170,1359,298,74381,28,23091,5771885,116159,16.237,1,,29978.65
All Campuses,, , ,2023,8,6,22,27904.93,39.1,13378.55,3.48,259.23,47.38,7973,1993210,762,13443,3359890,1284,291,72740,28,21707,5425840,109707,15.131,1,,27904.93
All Campuses,, , ,2023,8,6,23,28132.84,2.25,12912.43,3.59,254.54,46.52,8038,2009489,768,12975,3242829,1240,301,75224,29,21314,5327541,106000,15.273,1,,28132.84
All Campuses,, , ,2023,8,7,0,27735.4,53.17,12425.33,3.71,247.46,45.23,7924,1981101,757,12485,3120496,1193,311,77749,30,20721,5179346,102065,15.031,2,,27735.4
All Campuses,, , ,2023,8,7,1,27300.69,1.51,12220.43,3.7199999999999998,243.52,44.51,7800,1950050,745,12279,3069038,1173,311,77831,30,20391,5096919,100384,14.825,2,,27300.69
All Campuses,, , ,2023,8,7,2,26957.81,1.8,12304.43,3.81,243.45,44.5,7702,1925558,736,12364,3090135,1181,319,79797,31,20385,5095490,101023,14.636,2,,26957.81
All Campuses,, , ,2023,8,7,3,26939.03,101.92,12378.8,3.73,244.2,44.63,7697,1924218,735,12438,3108812,1188,313,78141,30,20448,5111170,101617,14.575,2,,26939.03
All Campuses,, , ,2023,8,7,4,28122.17,1.4,13633.09,3.83,263.39,48.14,8035,2008727,768,13699,3423814,1309,321,80236,31,22055,5512776,111764,15.27,2,,28122.17
All Campuses,, , ,2023,8,7,5,30549.62,4.19,15771.41,3.91,297.41,54.36,8728,2182116,834,15847,3960833,1514,328,81929,31,24904,6224878,129104,16.587,2,,30549.62
All Campuses,, , ,2023,8,7,6,33044.76,153.01,16896.3,3.79,319.3,58.36,9441,2360341,902,16978,4243336,1622,318,79374,30,26737,6683052,138343,17.86,2,,33044.76
All Campuses,, , ,2023,8,7,7,33590.12,1505.28,17113.48,3.89,323.87,59.19,9597,2399295,917,17196,4297879,1643,326,81417,31,27119,6778591,140132,17.423,2,,33590.12
All Campuses,, , ,2023,8,7,8,34228.28,4093.9,17179.08,3.73,326.67,59.71,9780,2444878,934,17262,4314353,1649,313,78130,30,27354,6837361,140718,16.363,2,,34228.28
All Campuses,, , ,2023,8,7,9,35248.96,5962.88,17502.2,3.64,333.94,61.03,10071,2517784,962,17586,4395503,1680,305,76112,29,27962,6989398,143401,15.902,2,,35248.96
All Campuses,, , ,2023,8,7,10,35637.16,8406.73,17473.46,3.6,334.88,61.21,10182,2545512,973,17558,4388284,1677,301,75295,29,28041,7009091,143209,14.786,2,,35637.16
All Campuses,, , ,2023,8,7,11,32181.77,9478.42,17301.04,3.49,320.91,58.65,9195,2298699,878,17384,4344982,1661,292,72941,28,26871,6716622,141498,12.33,2,,32181.77
All Campuses,, , ,2023,8,7,12,31838.76,9974.14,17486.5,3.71,322.19,58.89,9097,2274198,869,17571,4391560,1679,311,77707,30,26978,6743465,142948,11.872,2,,31838.76
All Campuses,, , ,2023,8,7,13,31958.93,10490.51,17303.53,3.52,320.22,58.53,9131,2282781,872,17387,4345609,1661,295,73768,28,26813,6702158,141496,11.66,2,,31958.93
All Campuses,, , ,2023,8,7,14,31614.02,9648.62,16864.86,3.54,313.79,57.35,9033,2258145,863,16946,4235440,1619,297,74146,28,26275,6567731,137954,11.928,2,,31614.02
All Campuses,, , ,2023,8,7,15,31260.75,8331.29,16757.13,3.77,311.52,56.94,8932,2232911,853,16838,4208384,1609,316,78918,30,26085,6520214,137058,12.45,2,,31260.75
All Campuses,, , ,2023,8,7,16,30707.66,6717.37,16663.64,3.69,308.43,56.37,8774,2193405,838,16744,4184908,1600,309,77135,29,25826,6455447,136257,13.027,2,,30707.66
All Campuses,, , ,2023,8,7,17,29934.87,4319.78,16676.86,3.58,305.85,55.9,8553,2138206,817,16757,4188226,1601,300,74969,29,25610,6401401,136288,13.913,2,,29934.87
All Campuses,, , ,2023,8,7,18,28980.24,1775.32,16410.92,3.65,299.47,54.73,8280,2070018,791,16490,4121438,1575,306,76451,29,25076,6267907,134069,14.774000000000001,2,,28980.24
All Campuses,, , ,2023,8,7,19,28557.03,51.36,15793.95,3.67,290.64,53.12,8159,2039788,780,15870,3966492,1516,307,76807,29,24336,6083088,129093,15.477,2,,28557.03
All Campuses,, , ,2023,8,7,20,27518.19,84.72,15242.2,3.7,280.5,51.27,7862,1965586,751,15316,3827925,1463,310,77417,30,23488,5870929,124579,14.897,2,,27518.19
All Campuses,, , ,2023,8,7,21,27719.3,2.9699999999999998,14514.99,3.76,272.52,49.81,7920,1979951,757,14585,3645294,1393,315,78697,30,22820,5703942,118781,15.048,2,,27719.3
All Campuses,, , ,2023,8,7,22,33123.59,3.3,13622.07,3.7800000000000002,280.27,51.22,9464,2365972,904,13688,3421046,1308,316,79073,30,23468,5866091,112156,17.982,2,,33123.59
All Campuses,, , ,2023,8,7,23,31734.94,96.87,12556.68,3.9,262.86,48.04,9067,2266783,866,12617,3153485,1205,326,81537,31,22011,5501805,103500,17.176,2,,31734.94
All Campuses,, , ,2023,8,8,0,30457.97,1.6099999999999999,11794.11,3.96,249.42,45.59,8702,2175571,831,11851,2961973,1132,332,82949,32,20885,5220493,97277,16.548000000000002,3,,30457.97
All Campuses,, , ,2023,8,8,1,29536.12,2.2,11473.21,4.02,242.48,44.32,8439,2109724,806,11528,2881382,1101,336,84063,32,20304,5075169,94621,16.033,3,,29536.12
All Campuses,, , ,2023,8,8,2,29073.41,49.64,11542.21,3.99,241.7,44.18,8307,2076673,794,11598,2898711,1108,334,83524,32,20239,5058907,95129,15.765,3,,29073.41
All Campuses,, , ,2023,8,8,3,28863.26,1.6400000000000001,11672.2,3.93,242.48,44.32,8247,2061663,788,11728,2931355,1121,329,82184,31,20304,5075202,96148,15.679,3,,28863.26
All Campuses,, , ,2023,8,8,4,29180.02,1.5,12129.58,3.99,249.12,45.53,8337,2084288,797,12188,3046224,1164,334,83583,32,20860,5214095,99838,15.844,3,,29180.02
All Campuses,, , ,2023,8,8,5,30976.94,4.01,13492.21,3.99,271.6,49.64,8851,2212640,846,13557,3388435,1295,334,83585,32,22742,5684659,110911,16.816,3,,30976.94
All Campuses,, , ,2023,8,8,6,33131.21,164.77,15177.16,4.36,299.54,54.75,9466,2366516,904,15250,3811593,1457,365,91349,35,25082,6269457,124598,17.901,3,,33131.21
All Campuses,, , ,2023,8,8,7,31270.16,594.14,15503.55,4.18,296.92,54.27,8934,2233584,854,15578,3893562,1488,350,87386,33,24862,6214531,127030,16.654,3,,31270.16
All Campuses,, , ,2023,8,8,8,32324.19,3782.72,16330.96,3.74,310,56.66,9235,2308872,882,16410,4101356,1568,313,78189,30,25958,6488417,133751,15.497,3,,32324.19
All Campuses,, , ,2023,8,8,9,34034.3,6290.37,16522.9,3.71,318.11,58.14,9724,2431022,929,16602,4149560,1586,311,77642,30,26637,6658225,135450,15.068,3,,34034.3
All Campuses,, , ,2023,8,8,10,33473.61,8165.57,16401.05,3.69,314.72,57.52,9564,2390973,914,16480,4118961,1575,309,77248,30,26353,6587182,134422,13.744,3,,33473.61
All Campuses,, , ,2023,8,8,11,31055.71,9729.57,16375.61,3.52,305.99,55.93,8873,2218266,848,16454,4112572,1572,295,73674,28,25622,6404511,133986,11.581,3,,31055.71
All Campuses,, , ,2023,8,8,12,31125.66,10206.92,16521.25,3.51,307.97,56.29,8893,2223262,850,16601,4149146,1586,294,73397,28,25788,6445806,135158,11.359,3,,31125.66
All Campuses,, , ,2023,8,8,13,31292.85,10019.14,16766.25,3.56,311.53,56.94,8941,2235205,854,16847,4210677,1610,298,74444,28,26086,6520326,137134,11.552,3,,31292.85
All Campuses,, , ,2023,8,8,14,31540.04,9699.55,16924.82,3.61,314.32,57.45,9011,2252861,861,17006,4250500,1625,302,75469,29,26320,6578831,138426,11.859,3,,31540.04
All Campuses,, , ,2023,8,8,15,31531.42,8576.75,16979.36,3.49,314.83,57.54,9009,2252245,861,17061,4264196,1630,292,72978,28,26362,6589420,138862,12.464,3,,31531.42
All Campuses,, , ,2023,8,8,16,31173.67,6692.47,16886.99,3.46,312.48,57.11,8907,2226691,851,16968,4240998,1621,290,72470,28,26165,6540159,138088,13.292,3,,31173.67
All Campuses,, , ,2023,8,8,17,30466.82,4509.73,16580.28,3.67,306.59,56.04,8705,2176202,832,16660,4163971,1592,307,76854,29,25672,6417027,135567,14.095,3,,30466.82
All Campuses,, , ,2023,8,8,18,28908.62,1960.52,15763,3.63,291.43,53.26,8260,2064902,789,15839,3958720,1513,304,76030,29,24403,6099652,128879,14.634,3,,28908.62
All Campuses,, , ,2023,8,8,19,28343.99,50.99,15257.19,3.64,283.44,51.8,8098,2024572,774,15331,3831691,1465,304,76079,29,23733,5932342,124778,15.36,3,,28343.99
All Campuses,, , ,2023,8,8,20,27741.4,54.44,14599.05,3.9,273.74,50.03,7926,1981529,757,14669,3666404,1402,326,81572,31,22922,5729505,119455,15.034,3,,27741.4
All Campuses,, , ,2023,8,8,21,28113.31,2.56,14075.25,3.89,268.72,49.11,8032,2008095,767,14143,3534859,1351,326,81455,31,22501,5624408,115301,15.263,3,,28113.31
All Campuses,, , ,2023,8,8,22,31851.46,2.41,13003.54,4.01,268.74,49.12,9100,2275106,869,13066,3265710,1248,336,83977,32,22503,5624792,107086,17.293,3,,31851.46
All Campuses,, , ,2023,8,8,23,30392.7,68.04,11967.3,3.9699999999999998,251.28,45.93,8684,2170908,830,12025,3005468,1149,332,83090,32,21041,5259466,98656,16.469,3,,30392.7
All Campuses,, , ,2023,8,9,0,28147.25,1.45,11201.59,4.05,234.51,42.86,8042,2010518,768,11256,2813167,1075,339,84746,32,19637,4908431,92315,15.281,4,,28147.25
All Campuses,, , ,2023,8,9,1,28735.91,1.5699999999999998,11185.78,4.03,236.31,43.19,8210,2052566,784,11240,2809196,1074,337,84347,32,19787,4946109,92245,15.600999999999999,4,,28735.91
All Campuses,, , ,2023,8,9,2,28475.05,81.71,11321.81,3.94,236.96,43.31,8136,2033933,777,11376,2843360,1087,330,82416,32,19842,4959709,93308,15.417,4,,28475.05
All Campuses,, , ,2023,8,9,3,27916.42,2.13,11453.34,4.05,236.74,43.27,7976,1994031,762,11508,2876393,1100,339,84685,32,19823,4955109,94307,15.155,4,,27916.42
All Campuses,, , ,2023,8,9,4,28908.73,1.42,12093.72,4.05,247.82,45.29,8260,2064910,789,12152,3037217,1161,339,84798,32,20751,5186926,99525,15.693999999999999,4,,28908.73
All Campuses,, , ,2023,8,9,5,30571.01,3.58,13497.18,4.03,270.31,49.4,8735,2183644,834,13562,3389681,1296,337,84282,32,22634,5657607,110912,16.591,4,,30571.01
All Campuses,, , ,2023,8,9,6,31171.65,134.28,14356.94,4.12,282.77,51.68,8906,2226547,851,14426,3605602,1378,345,86285,33,23677,5918434,117848,16.852,4,,31171.65
All Campuses,, , ,2023,8,9,7,29207.74,1266.25,14502.1,4.13,277.82,50.78,8345,2086268,797,14572,3642057,1392,346,86428,33,23263,5814753,118821,15.173,4,,29207.74
All Campuses,, , ,2023,8,9,8,30535.6,4107.13,15167.58,3.82,290.03,53.01,8724,2181115,834,15241,3809187,1456,320,80038,31,24285,6070340,124272,14.352,4,,30535.6
All Campuses,, , ,2023,8,9,9,32162.44,6142.07,15893.36,3.63,304.1,55.58,9189,2297318,878,15970,3991457,1526,304,76023,29,25463,6364798,130234,14.13,4,,32162.44
All Campuses,, , ,2023,8,9,10,33366.03,7985.59,16258.87,3.55,312.5,57.12,9533,2383288,911,16337,4083253,1561,297,74213,28,26167,6540754,133274,13.78,4,,33366.03
All Campuses,, , ,2023,8,9,11,31193.33,9455.66,16356.51,3.69,306.41,56,8912,2228096,851,16435,4107774,1570,309,77327,30,25657,6413197,133847,11.803,4,,31193.33
All Campuses,, , ,2023,8,9,12,31140.76,9909.61,16454.95,3.85,307.56,56.21,8897,2224341,850,16534,4132496,1580,322,80479,31,25754,6437315,134629,11.53,4,,31140.76
All Campuses,, , ,2023,8,9,13,31171.48,10158.65,16873.14,3.63,312.47,57.11,8906,2226535,851,16954,4237520,1620,304,75997,29,26165,6540052,137977,11.411,4,,31171.48
All Campuses,, , ,2023,8,9,14,31325.18,10044.35,16689.96,3.71,310.87,56.82,8950,2237514,855,16770,4191517,1602,310,77542,30,26031,6506572,136527,11.556000000000001,4,,31325.18
All Campuses,, , ,2023,8,9,15,31069.18,7540.9,16617.19,3.7199999999999998,309.14,56.5,8877,2219228,848,16697,4173242,1595,312,77897,30,25886,6470367,135920,12.777,4,,31069.18
All Campuses,, , ,2023,8,9,16,30586.25,6549.98,16378.79,3.57,304.48,55.65,8739,2184733,835,16458,4113370,1572,299,74725,29,25496,6372827,133966,13.052,4,,30586.25
All Campuses,, , ,2023,8,9,17,29756.7,4490.27,16438.48,3.69,302.49,55.28,8502,2125479,812,16518,4128360,1578,309,77216,30,25328,6331055,134364,13.721,4,,29756.7
All Campuses,, , ,2023,8,9,18,28776.76,1692.85,15838.02,3.73,291.98,53.36,8222,2055484,786,15914,3977562,1520,313,78109,30,24449,6111154,129467,14.707,4,,28776.76
All Campuses,, , ,2023,8,9,19,28244.85,40.92,15113.13,3.74,281.47,51.44,8070,2017490,771,15186,3795511,1451,313,78247,30,23569,5891249,123616,15.316,4,,28244.85
All Campuses,, , ,2023,8,9,20,26437.03,81.59,14470.54,3.81,267.67,48.92,7553,1888360,722,14540,3634130,1389,319,79805,31,22413,5602295,118302,14.312,4,,26437.03
