campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2023,7,29,6,30118.1,452.09,12891.83,3.62,261.09,47.72,8605,2151294,822,12954,3237655,1238,303,75729,29,21862,5464678,106026,16.109,7,,30118.1
All Campuses,, , ,2023,7,29,7,29413.8,932.92,13555.23,3.64,266.67,48.74,8404,2100987,803,13621,3404261,1301,305,76183,29,22329,5581430,111266,15.465,7,,29413.8
All Campuses,, , ,2023,7,29,8,28808.76,2231.59,13632.9,3.59,265.48,48.52,8231,2057769,786,13699,3423767,1309,300,75094,29,22230,5556631,111829,14.431,7,,28808.76
All Campuses,, , ,2023,7,29,9,28707.56,3764.65,14035.75,3.35,269.74,49.3,8202,2050541,784,14103,3524938,1347,281,70174,27,22586,5645652,115042,13.546,7,,28707.56
All Campuses,, , ,2023,7,29,10,28751.76,5817.57,14824.98,3.56,279.56,51.1,8215,2053698,785,14896,3723146,1423,298,74462,28,23409,5851307,121360,12.453,7,,28751.76
All Campuses,, , ,2023,7,29,11,29624.63,8761.1,15113.09,3.42,285.86,52.25,8464,2116046,809,15186,3795502,1451,287,71615,27,23937,5983162,123749,11.33,7,,29624.63
All Campuses,, , ,2023,7,29,12,30131.34,9881.29,15235.11,3.63,289.26,52.87,8609,2152239,822,15308,3826145,1463,304,75985,29,24221,6054370,124773,10.997,7,,30131.34
All Campuses,, , ,2023,7,29,13,30243.82,9985.49,15517.1,3.7800000000000002,293.18,53.58,8641,2160274,826,15592,3896966,1490,316,79094,30,24549,6136333,127040,11,7,,30243.82
All Campuses,, , ,2023,7,29,14,30143.14,9270.97,15704.94,3.85,295.16,53.95,8612,2153082,823,15781,3944140,1508,323,80632,31,24716,6177854,128533,11.334,7,,30143.14
All Campuses,, , ,2023,7,29,15,29853.29,7895.72,15724.34,3.69,294.25,53.78,8530,2132379,815,15800,3949011,1510,309,77302,30,24639,6158692,128661,11.925,7,,29853.29
All Campuses,, , ,2023,7,29,16,29506.44,5603.62,15475.81,3.87,290.26,53.05,8430,2107604,805,15550,3886595,1486,324,80993,31,24305,6075192,126639,12.98,7,,29506.44
All Campuses,, , ,2023,7,29,17,29149.07,4033.36,15325.44,3.79,287.16,52.48,8328,2082077,796,15399,3848831,1471,318,79379,30,24045,6010287,125402,13.637,7,,29149.07
All Campuses,, , ,2023,7,29,18,28989.4,2599.35,15195.5,3.8,285.06,52.1,8283,2070672,791,15269,3816197,1459,318,79424,30,23869,5966293,124347,14.329,7,,28989.4
All Campuses,, , ,2023,7,29,19,28963.42,190.91,14232.32,3.71,273.32,49.96,8275,2068817,791,14301,3574304,1366,311,77614,30,22887,5720735,116639,15.623,7,,28963.42
All Campuses,, , ,2023,7,29,20,29053.22,85.62,13548.39,3.8,265.51,48.53,8301,2075231,793,13614,3402542,1301,318,79523,30,22233,5557297,111176,15.73,7,,29053.22
All Campuses,, , ,2023,7,29,21,29106.61,3.46,12992.78,3.7800000000000002,259,47.34,8316,2079044,795,13055,3263008,1247,316,79017,30,21688,5421069,106736,15.802,7,,29106.61
All Campuses,, , ,2023,7,29,22,31498.75,2.59,12475.71,3.7800000000000002,260.96,47.7,9000,2249912,860,12536,3133150,1198,316,79045,30,21852,5462106,102830,17.104,7,,31498.75
All Campuses,, , ,2023,7,29,23,29775.81,64.12,11772.49,3.77,246.64,45.08,8507,2126844,813,11829,2956544,1130,316,78966,30,20652,5162354,97038,16.134,7,,29775.81
All Campuses,, , ,2023,7,30,0,28516.71,1.32,11331.09,4.04,237.32,43.38,8148,2036908,778,11386,2845690,1088,339,84623,32,19872,4967221,93386,15.488,1,,28516.71
All Campuses,, , ,2023,7,30,1,28244.48,1.56,10911.03,3.94,231.25,42.27,8070,2017464,771,10964,2740196,1047,330,82458,32,19363,4840118,90000,15.339,1,,28244.48
All Campuses,, , ,2023,7,30,2,28012.25,1.55,11220.69,3.96,234.19,42.8,8003,2000876,765,11275,2817964,1077,332,82979,32,19610,4901819,92455,15.208,1,,28012.25
All Campuses,, , ,2023,7,30,3,27894.44,51.78,11111.75,3.84,232.36,42.47,7970,1992461,761,11165,2790604,1067,322,80366,31,19457,4863432,91572,15.117,1,,27894.44
All Campuses,, , ,2023,7,30,4,28431.65,1.87,11663.71,4.02,240.99,44.05,8123,2030833,776,11720,2929224,1120,336,84053,32,20179,5044110,96039,15.439,1,,28431.65
All Campuses,, , ,2023,7,30,5,29705.96,4.59,13033.73,3.88,261.65,47.82,8487,2121855,811,13096,3273290,1251,325,81234,31,21909,5476379,107122,16.127,1,,29705.96
All Campuses,, , ,2023,7,30,6,27174.88,113.33,12967.02,3.99,252.32,46.12,7764,1941063,742,13029,3256538,1245,334,83454,32,21128,5281055,106345,14.693,1,,27174.88
All Campuses,, , ,2023,7,30,7,27712.13,1100.06,13383.74,3.94,259.1,47.36,7918,1979438,756,13448,3361193,1285,330,82383,31,21696,5423015,109730,14.45,1,,27712.13
All Campuses,, , ,2023,7,30,8,28256.85,2334.6,13841.06,3.92,266.43,48.7,8073,2018347,771,13908,3476043,1329,328,82054,31,22309,5576445,113441,14.075,1,,28256.85
All Campuses,, , ,2023,7,30,9,29728.71,6077.2,14549.02,3.7,279.73,51.13,8494,2123480,812,14619,3653841,1397,310,77489,30,23423,5854810,119246,12.843,1,,29728.71
All Campuses,, , ,2023,7,30,10,30456.91,6975.14,15100.14,3.7800000000000002,288.9,52.8,8702,2175494,831,15173,3792250,1450,316,79065,30,24191,6046809,123725,12.75,1,,30456.91
All Campuses,, , ,2023,7,30,11,30797.59,5206.33,15165.89,3.57,290.64,53.12,8799,2199829,841,15239,3808761,1456,299,74656,29,24337,6083245,124284,13.896,1,,30797.59
All Campuses,, , ,2023,7,30,12,31372.7,6175.45,15357.41,3.73,295.06,53.93,8964,2240908,856,15431,3856860,1474,312,78000,30,24707,6175768,125871,13.681000000000001,1,,31372.7
All Campuses,, , ,2023,7,30,13,31439.05,8210.64,15232.83,3.7199999999999998,293.79,53.7,8983,2245647,858,15306,3825573,1462,311,77805,30,24600,6149025,124881,12.612,1,,31439.05
All Campuses,, , ,2023,7,30,14,31435.21,8415.66,15177.74,3.73,293.12,53.57,8981,2245373,858,15251,3811739,1457,312,78057,30,24545,6135169,124440,12.499,1,,31435.21
All Campuses,, , ,2023,7,30,15,31110.98,7641.89,15041.33,3.81,290.46,53.09,8889,2222214,849,15114,3777481,1444,319,79759,30,24322,6079453,123317,12.741,1,,31110.98
All Campuses,, , ,2023,7,30,16,30186.96,5797.54,14886.87,3.73,285.38,52.16,8625,2156212,824,14959,3738688,1429,313,78136,30,23896,5973037,121993,13.241,1,,30186.96
All Campuses,, , ,2023,7,30,17,29589.22,4173.82,14663.72,3.74,280.67,51.3,8454,2113517,808,14734,3682646,1408,313,78329,30,23502,5874492,120150,13.801,1,,29589.22
All Campuses,, , ,2023,7,30,18,28679.42,2085.05,14075.62,3.77,270.53,49.44,8194,2048531,783,14143,3534951,1351,315,78821,30,22653,5662304,115358,14.439,1,,28679.42
All Campuses,, , ,2023,7,30,19,27792.92,69.21,13236.27,3.83,257.49,47.06,7941,1985210,759,13300,3324158,1271,320,80061,31,21561,5389429,108558,15.053,1,,27792.92
All Campuses,, , ,2023,7,30,20,28042.44,67.6,12885.52,3.87,254.18,46.46,8012,2003032,765,12948,3236071,1237,324,80925,31,21283,5320028,105776,15.19,1,,28042.44
All Campuses,, , ,2023,7,30,21,27586.19,2.59,12513.21,3.84,248.13,45.35,7882,1970443,753,12573,3142568,1201,322,80368,31,20777,5193379,102754,14.978,1,,27586.19
All Campuses,, , ,2023,7,30,22,26581.94,2.41,11980.87,3.8,238.27,43.55,7595,1898711,726,12039,3008875,1150,318,79516,30,19952,4987102,98399,14.428,1,,26581.94
All Campuses,, , ,2023,7,30,23,25463.52,62.13,11375.29,3.86,227.25,41.53,7275,1818824,695,11430,2856791,1092,323,80751,31,19028,4756365,93447,13.803,1,,25463.52
All Campuses,, , ,2023,7,31,0,25660.86,1.48,11392.84,4.14,228.41,41.75,7332,1832919,700,11448,2861197,1094,347,86676,33,19126,4780792,93606,13.932,2,,25660.86
All Campuses,, , ,2023,7,31,1,26231.38,2.33,11463.8,3.99,231.06,42.23,7495,1873671,716,11519,2879019,1101,334,83431,32,19347,4836120,94229,14.241,2,,26231.38
All Campuses,, , ,2023,7,31,2,25866.73,1.9,11708.35,4.17,232.93,42.57,7390,1847624,706,11765,2940434,1124,349,87235,33,19504,4875293,96150,14.044,2,,25866.73
All Campuses,, , ,2023,7,31,3,25538.23,115.18,11665.06,4.3,231.42,42.3,7297,1824160,697,11721,2929562,1120,360,90061,34,19378,4843783,95772,13.806000000000001,2,,25538.23
All Campuses,, , ,2023,7,31,4,26334.19,1.43,12193.65,4.26,240.44,43.95,7524,1881014,719,12252,3062313,1171,357,89144,34,20133,5032472,100077,14.3,2,,26334.19
All Campuses,, , ,2023,7,31,5,28219.6,5.34,13372.53,4.19,260.95,47.69,8063,2015686,770,13437,3358376,1284,350,87601,33,21850,5461663,109689,15.321,2,,28219.6
All Campuses,, , ,2023,7,31,6,30129.93,215.5,14284.6,4.22,278.44,50.89,8609,2152139,822,14353,3587433,1371,353,88314,34,23315,5827886,117169,16.243,2,,30129.93
All Campuses,, , ,2023,7,31,7,30617.69,1681.46,14745.23,4.2,285.61,52.2,8748,2186979,836,14816,3703116,1416,351,87825,34,23916,5977919,120901,15.712,2,,30617.69
All Campuses,, , ,2023,7,31,8,31467.48,4314.45,15007.18,4.02,291.47,53.27,8991,2247678,859,15079,3768902,1441,336,84061,32,24406,6100641,123078,14.739,2,,31467.48
All Campuses,, , ,2023,7,31,9,32195.29,6007.2,15202.11,4.12,296.4,54.17,9199,2299665,879,15275,3817857,1459,345,86204,33,24819,6203726,124708,14.221,2,,32195.29
All Campuses,, , ,2023,7,31,10,31901.98,8344.72,15505.52,3.89,298.81,54.61,9115,2278714,871,15580,3894057,1489,326,81368,31,25021,6254139,127107,12.792,2,,31901.98
All Campuses,, , ,2023,7,31,11,29695.97,9369.68,15529.82,3.7800000000000002,291.46,53.27,8485,2121141,811,15605,3900159,1491,316,79042,30,24405,6100343,127089,11.037,2,,29695.97
All Campuses,, , ,2023,7,31,12,29949.1,9893.41,15653.33,3.75,293.78,53.69,8557,2139222,818,15729,3931177,1503,314,78533,30,24600,6148932,128102,10.89,2,,29949.1
All Campuses,, , ,2023,7,31,13,30081.02,9799.51,15793.54,3.65,295.81,54.07,8595,2148645,821,15870,3966389,1516,306,76402,29,24770,6191436,129236,11.015,2,,30081.02
All Campuses,, , ,2023,7,31,14,29977.66,9500.93,15870.68,3.81,296.55,54.2,8565,2141262,818,15947,3985763,1524,319,79748,30,24831,6206773,129843,11.117,2,,29977.66
All Campuses,, , ,2023,7,31,15,29923.89,8042.26,16165.59,3.56,299.66,54.77,8550,2137421,817,16243,4059827,1552,298,74589,29,25092,6271838,132197,11.88,2,,29923.89
All Campuses,, , ,2023,7,31,16,29659,6265.62,16053.17,3.74,297.58,54.39,8474,2118501,810,16130,4031594,1541,313,78306,30,24918,6228401,131273,12.704,2,,29659
All Campuses,, , ,2023,7,31,17,28737.75,3747.49,15469.2,3.8,287.49,52.54,8211,2052697,784,15544,3884935,1485,318,79498,30,24073,6017130,126512,13.57,2,,28737.75
All Campuses,, , ,2023,7,31,18,27783.38,1889.31,15182.43,3.66,280.65,51.29,7938,1984528,758,15256,3812914,1458,306,76551,29,23500,5873994,124127,14.061,2,,27783.38
All Campuses,, , ,2023,7,31,19,26464.33,136.71,14154.87,3.9,264.06,48.26,7561,1890310,722,14223,3554854,1359,327,81690,31,22111,5526854,115779,14.297,2,,26464.33
All Campuses,, , ,2023,7,31,20,25590.87,30.35,13240.86,3.79,250,45.69,7312,1827920,699,13305,3325310,1271,317,79264,30,20933,5232494,108384,13.879,2,,25590.87
All Campuses,, , ,2023,7,31,21,25130.09,2.49,12673.52,3.94,241.77,44.19,7180,1795007,686,12735,3182828,1217,330,82503,32,20245,5060338,103801,13.644,2,,25130.09
All Campuses,, , ,2023,7,31,22,29474.13,94.59,12115.5,4.1,250.05,45.7,8421,2105296,805,12174,3042687,1163,343,85767,33,20938,5233750,99754,15.953,2,,29474.13
All Campuses,, , ,2023,7,31,23,28239.53,2.87,10915.6,4.04,231.38,42.29,8068,2017110,771,10968,2741343,1048,338,84545,32,19375,4842998,90036,15.332,2,,28239.53
All Campuses,, , ,2023,8,1,0,27937.87,1.6400000000000001,10432.44,4.22,224.74,41.08,7982,1995563,763,10483,2620003,1002,353,88324,34,18818,4703889,86142,15.169,3,,27937.87
All Campuses,, , ,2023,8,1,1,28933.52,92.07,10694.13,4.22,231.28,42.27,8267,2066681,790,10746,2685723,1027,353,88346,34,19366,4840750,88331,15.664,3,,28933.52
All Campuses,, , ,2023,8,1,2,30255.68,1.87,11106.46,4.27,240.79,44.01,8644,2161121,826,11160,2789278,1066,358,89445,34,20162,5039843,91756,16.432,3,,30255.68
All Campuses,, , ,2023,8,1,3,29619.73,1.9300000000000002,11276.18,4.18,240.56,43.97,8463,2115696,809,11330,2831900,1083,350,87470,33,20143,5035066,93053,16.082,3,,29619.73
All Campuses,, , ,2023,8,1,4,29418.96,1.47,11818.21,4.22,246.42,45.04,8405,2101355,803,11875,2968026,1135,354,88410,34,20634,5157791,97370,15.972,3,,29418.96
All Campuses,, , ,2023,8,1,5,30544.43,5.7,13120.69,4.33,266,48.62,8727,2181746,834,13184,3295129,1260,363,90718,35,22274,5567593,107898,16.584,3,,30544.43
All Campuses,, , ,2023,8,1,6,32112.1,193.4,13687.39,4.23,278.05,50.82,9175,2293723,877,13753,3437451,1314,354,88504,34,23282,5819677,112582,17.334,3,,32112.1
All Campuses,, , ,2023,8,1,7,30934.5,1590.24,13979.53,4.21,277.51,50.72,8838,2209608,844,14047,3510819,1342,352,88044,34,23238,5808471,114806,15.932,3,,30934.5
All Campuses,, , ,2023,8,1,8,31294.68,4237.13,14283.85,4.27,282.46,51.63,8941,2235336,854,14353,3587247,1371,358,89382,34,23652,5911964,117275,14.693,3,,31294.68
All Campuses,, , ,2023,8,1,9,31591.15,6309.22,14257.35,4.01,282.89,51.7,9026,2256511,862,14326,3580591,1369,336,83913,32,23688,5921015,117092,13.73,3,,31591.15
All Campuses,, , ,2023,8,1,10,32014.42,8152.57,14484.95,4.02,287.08,52.47,9147,2286745,874,14555,3637750,1391,336,84102,32,24038,6008597,118953,12.958,3,,32014.42
All Campuses,, , ,2023,8,1,11,29714.41,9517.38,14683.14,3.81,281.39,51.43,8490,2122459,811,14754,3687524,1410,319,79641,30,23562,5889624,120318,10.968,3,,29714.41
All Campuses,, , ,2023,8,1,12,29970.53,9941.71,14793.37,3.95,283.74,51.86,8563,2140753,818,14865,3715207,1420,331,82693,32,23758,5938653,121224,10.876,3,,29970.53
All Campuses,, , ,2023,8,1,13,30272.76,10179.79,15192.95,4.17,289.78,52.96,8649,2162341,826,15266,3815558,1459,349,87197,33,24264,6065096,124450,10.907,3,,30272.76
All Campuses,, , ,2023,8,1,14,30066.27,9033.13,15093.68,4,287.72,52.59,8590,2147591,821,15166,3790627,1449,335,83793,32,24092,6022011,123636,11.421,3,,30066.27
All Campuses,, , ,2023,8,1,15,29898.97,6887.48,15261.97,3.93,289.09,52.84,8543,2135641,816,15335,3832891,1465,329,82277,31,24207,6050810,124966,12.495,3,,29898.97
All Campuses,, , ,2023,8,1,16,29516.26,6735.61,15255.29,3.69,287.46,52.54,8433,2108305,806,15329,3831214,1465,309,77159,29,24071,6016678,124876,12.37,3,,29516.26
All Campuses,, , ,2023,8,1,17,28663.13,4627.72,14910.27,3.79,280.52,51.27,8189,2047368,782,14982,3744564,1431,318,79401,30,23489,5871332,122034,13.051,3,,28663.13
All Campuses,, , ,2023,8,1,18,27662.03,1860.77,14630.36,3.67,273.63,50.01,7903,1975860,755,14701,3674269,1405,308,76891,29,22912,5727019,119698,14.012,3,,27662.03
All Campuses,, , ,2023,8,1,19,27315.1,64.99,13967.01,3.91,264.72,48.38,7804,1951080,746,14034,3507675,1341,327,81801,31,22166,5540555,114358,14.797,3,,27315.1
All Campuses,, , ,2023,8,1,20,26265.89,3.85,13180.07,3.7800000000000002,251.57,45.98,7505,1876136,717,13244,3310042,1265,317,79191,30,21065,5265368,107962,14.261,3,,26265.89
All Campuses,, , ,2023,8,1,21,25985.91,122.17,12594.36,3.94,243.74,44.55,7425,1856137,709,12655,3162947,1209,330,82382,31,20409,5101466,103249,14.045,3,,25985.91
All Campuses,, , ,2023,8,1,22,30223.2,2.85,11799.54,3.79,248.51,45.42,8635,2158801,825,11856,2963337,1133,317,79236,30,20809,5201374,97298,16.41,3,,30223.2
All Campuses,, , ,2023,8,1,23,30187.4,85.28,11140.4,4.03,240.72,44,8625,2156244,824,11194,2797800,1069,338,84401,32,20157,5038444,92021,16.346,3,,30187.4
All Campuses,, , ,2023,8,2,0,29380.24,1.41,10725.37,4.03,232.98,42.58,8394,2098590,802,10777,2693568,1030,337,84260,32,19508,4876418,88623,15.954,4,,29380.24
All Campuses,, , ,2023,8,2,1,28776.52,1.48,10472.48,4.05,227.91,41.66,8222,2055466,786,10523,2630058,1005,339,84711,32,19084,4770235,86542,15.627,4,,28776.52
All Campuses,, , ,2023,8,2,2,28807.03,87.38,10705.05,4.04,230.8,42.18,8231,2057646,786,10757,2688467,1028,339,84606,32,19326,4830719,88406,15.596,4,,28807.03
All Campuses,, , ,2023,8,2,3,29161.07,1.56,10987,3.98,235.33,43.01,8332,2082934,796,11040,2759275,1055,333,83331,32,19705,4925539,90695,15.835,4,,29161.07
All Campuses,, , ,2023,8,2,4,29387.98,1.51,11407.85,4.15,241.32,44.11,8397,2099142,802,11463,2864967,1095,348,86920,33,20207,5051029,94084,15.958,4,,29387.98
All Campuses,, , ,2023,8,2,5,30159.56,4.82,12423.86,3.94,255.94,46.78,8617,2154255,823,12484,3120127,1193,330,82467,32,21431,5356849,102286,16.308,4,,30159.56
All Campuses,, , ,2023,8,2,6,31603.72,254.05,13283.3,4.23,271.47,49.62,9030,2257409,863,13347,3335969,1275,354,88567,34,22731,5681945,109300,17.023,4,,31603.72
All Campuses,, , ,2023,8,2,7,29793.84,1711.94,13658.66,3.9,269.47,49.25,8513,2128132,813,13724,3430237,1311,327,81684,31,22564,5640054,112129,15.248,4,,29793.84
All Campuses,, , ,2023,8,2,8,30745.48,3599.39,14157.63,4.02,278.82,50.96,8784,2196106,839,14226,3555548,1359,337,84187,32,23347,5835842,116213,14.739,4,,30745.48
All Campuses,, , ,2023,8,2,9,31970.16,5677.79,14620.55,3.87,288.41,52.71,9134,2283584,873,14691,3671805,1404,324,81051,31,24150,6036439,120033,14.277,4,,31970.16
All Campuses,, , ,2023,8,2,10,32216.94,7185.75,14904.48,3.8,292.58,53.47,9205,2301211,879,14976,3743111,1431,318,79469,30,24499,6123791,122329,13.593,4,,32216.94
All Campuses,, , ,2023,8,2,11,30239.66,8844.73,15211.35,3.68,289.4,52.89,8640,2159977,825,15285,3820179,1460,308,77091,29,24233,6057246,124594,11.614,4,,30239.66
All Campuses,, , ,2023,8,2,12,30629.07,10076.07,15356.63,3.87,292.66,53.49,8751,2187792,836,15431,3856663,1474,324,80982,31,24506,6125437,125793,11.16,4,,30629.07
All Campuses,, , ,2023,8,2,13,30711.63,9519.81,15434.52,3.74,293.75,53.69,8775,2193689,838,15509,3876225,1482,313,78288,30,24597,6148202,126424,11.508,4,,30711.63
All Campuses,, , ,2023,8,2,14,31123.83,9696.94,15570.56,3.76,296.8,54.25,8893,2223132,850,15646,3910391,1495,314,78590,30,24852,6212113,127552,11.637,4,,31123.83
All Campuses,, , ,2023,8,2,15,30246.17,7795.6,15082.75,3.8,287.99,52.64,8642,2160442,826,15155,3787883,1448,318,79442,30,24115,6027767,123566,12.19,4,,30246.17
All Campuses,, , ,2023,8,2,16,29537.96,6514.21,14973.47,3.82,284.29,51.96,8439,2109855,806,15046,3760437,1437,320,79919,31,23805,5950211,122623,12.501,4,,29537.96
All Campuses,, , ,2023,8,2,17,28600.98,4407.23,14614.82,3.74,276.71,50.57,8172,2042928,781,14685,3670365,1403,313,78299,30,23170,5791591,119664,13.138,4,,28600.98
All Campuses,, , ,2023,8,2,18,27070.53,2095.67,14370.23,3.92,268.73,49.11,7734,1933610,739,14439,3608940,1380,328,81973,31,22502,5624522,117561,13.561,4,,27070.53
All Campuses,, , ,2023,8,2,19,26468.94,49.94,13881.25,3.73,260.62,47.63,7563,1890639,723,13948,3486138,1333,312,78102,30,21823,5454880,113591,14.345,4,,26468.94
All Campuses,, , ,2023,8,2,20,25562.64,82.11,13068.29,3.93,247.97,45.32,7304,1825903,698,13131,3281971,1255,329,82249,31,20764,5190124,107000,13.835,4,,25562.64
All Campuses,, , ,2023,8,2,21,23741.18,2.52,12260.02,3.87,232,42.4,6783,1695799,648,12319,3078980,1177,324,80940,31,19426,4855720,100359,12.89,4,,23741.18
All Campuses,, , ,2023,8,2,22,29102.1,2.61,11654.93,4.01,243.17,44.44,8315,2078722,794,11711,2927019,1119,335,83850,32,20361,5089592,96033,15.802,4,,29102.1
All Campuses,, , ,2023,8,2,23,29170.64,106.17,11122.8,3.83,236.84,43.29,8334,2083618,796,11176,2793380,1068,321,80258,31,19832,4957257,91783,15.787,4,,29170.64
All Campuses,, , ,2023,8,3,0,28371.35,1.49,10707.27,3.9699999999999998,229.26,41.9,8106,2026526,774,10759,2689023,1028,332,83068,32,19197,4798617,88382,15.407,5,,28371.35
All Campuses,, , ,2023,8,3,1,27513.73,2.22,10314.23,3.9699999999999998,221.62,40.51,7861,1965267,751,10364,2590315,990,333,83142,32,18558,4638725,85155,14.941,5,,27513.73
All Campuses,, , ,2023,8,3,2,27494.47,71.97,10351.53,4.04,222.08,40.59,7856,1963891,751,10401,2599683,994,339,84606,32,18595,4648180,85452,14.889,5,,27494.47
All Campuses,, , ,2023,8,3,3,27402.4,1.81,10590.41,4.09,224.67,41.06,7829,1957315,748,10641,2659676,1017,342,85553,33,18813,4702544,87354,14.879,5,,27402.4
All Campuses,, , ,2023,8,3,4,28423.04,1.53,11210.15,4.07,235.57,43.06,8121,2030218,776,11264,2815317,1076,341,85130,33,19726,4930665,92410,15.433,5,,28423.04
All Campuses,, , ,2023,8,3,5,29421.77,5.15,12269.19,4.18,251.8,46.02,8406,2101556,803,12328,3081285,1178,350,87541,33,21085,5270381,100978,15.975999999999999,5,,29421.77
All Campuses,, , ,2023,8,3,6,30064.85,209.81,13124.29,4.11,264.19,48.29,8590,2147490,821,13187,3296034,1260,345,86118,33,22122,5529643,107881,16.211,5,,30064.85
All Campuses,, , ,2023,8,3,7,29393.79,1344.29,13560.41,4.12,267.14,48.82,8398,2099557,802,13626,3405561,1302,345,86123,33,22369,5591242,111305,15.23,5,,29393.79
All Campuses,, , ,2023,8,3,8,29741,4037.65,13874.55,3.93,271.9,49.7,8497,2124358,812,13941,3484454,1332,329,82204,31,22768,5691016,113851,13.957,5,,29741
All Campuses,, , ,2023,8,3,9,30020.71,5795.33,13987.94,3.82,274.11,50.1,8577,2144337,819,14055,3512931,1343,320,79920,31,22952,5737188,114785,13.155,5,,30020.71
All Campuses,, , ,2023,8,3,10,30668.17,8175,14416.75,3.77,281.42,51.43,8762,2190584,837,14486,3620622,1384,316,78983,30,23565,5890189,118278,12.213,5,,30668.17
All Campuses,, , ,2023,8,3,11,29186.7,9461.7,14823.09,3.89,281.36,51.42,8339,2084765,797,14894,3722671,1423,326,81485,31,23560,5888921,121387,10.709,5,,29186.7
All Campuses,, , ,2023,8,3,12,29412.46,10306.02,15172.41,3.79,286.22,52.31,8404,2100890,803,15245,3810399,1457,317,79276,30,23966,5990565,124203,10.375,5,,29412.46
All Campuses,, , ,2023,8,3,13,29877.66,10312.83,15493.06,3.95,291.81,53.33,8536,2134119,816,15568,3890928,1487,330,82566,32,24434,6107613,126813,10.622,5,,29877.66
All Campuses,, , ,2023,8,3,14,30769.81,9382.98,15696.1,3.7,297.04,54.29,8791,2197844,840,15772,3941919,1507,310,77442,30,24873,6217206,128523,11.615,5,,30769.81
All Campuses,, , ,2023,8,3,15,30029.13,8534.66,15515.5,3.63,292.28,53.42,8580,2144939,820,15590,3896562,1489,304,75914,29,24474,6117414,127007,11.672,5,,30029.13
All Campuses,, , ,2023,8,3,16,29077.17,6547.48,14869.64,3.83,281.48,51.45,8308,2076942,794,14941,3734362,1427,321,80174,31,23570,5891477,121748,12.241,5,,29077.17
All Campuses,, , ,2023,8,3,17,28090.06,4452.23,14607.98,3.68,274.82,50.23,8026,2006434,767,14678,3668647,1402,308,76984,29,23012,5752065,119560,12.834,5,,28090.06
All Campuses,, , ,2023,8,3,18,25676.56,2036.19,13844.94,3.9,257.65,47.09,7336,1834041,701,13912,3477018,1329,327,81620,31,21574,5392679,113224,12.838,5,,25676.56
All Campuses,, , ,2023,8,3,19,24705.73,83.62,13108.9,3.96,245.57,44.88,7059,1764696,674,13172,3292169,1258,332,82931,32,20563,5139796,107243,13.371,5,,24705.73
All Campuses,, , ,2023,8,3,20,23629.88,56.15,12225.05,3.88,231.21,42.26,6751,1687849,645,12284,3070198,1174,325,81272,31,19360,4839319,100069,12.802,5,,23629.88
All Campuses,, , ,2023,8,3,21,23146.13,2.24,11427.74,4.04,220.15,40.24,6613,1653295,632,11483,2869963,1097,338,84461,32,18434,4607720,93644,12.567,5,,23146.13
All Campuses,, , ,2023,8,3,22,26917.24,81.62,10600.28,3.81,222.86,40.73,7691,1922661,735,10651,2662154,1018,319,79780,30,18661,4664595,87386,14.566,5,,26917.24
All Campuses,, , ,2023,8,3,23,26156.24,2.21,9917.74,4.07,212.34,38.81,7473,1868303,714,9965,2490740,952,341,85263,33,17780,4444307,81853,14.2,5,,26156.24
All Campuses,, , ,2023,8,4,0,23304.53,1.4,9100.61,4.09,192.82,35.24,6658,1664610,636,9144,2285527,874,342,85589,33,16145,4035727,75042,12.653,6,,23304.53
All Campuses,, , ,2023,8,4,1,25094.9,96.57,9128.53,4.06,199.23,36.41,7170,1792493,685,9172,2292540,876,340,84935,32,16682,4169969,75437,13.576,6,,25094.9
All Campuses,, , ,2023,8,4,2,24918.29,2.55,9102.14,4.02,198.27,36.24,7120,1779879,680,9146,2285911,874,336,84083,32,16602,4149874,75209,13.526,6,,24918.29
All Campuses,, , ,2023,8,4,3,24994.5,1.77,9252.29,4.17,200.48,36.64,7141,1785322,682,9297,2323621,888,349,87257,33,16787,4196199,76418,13.572,6,,24994.5
All Campuses,, , ,2023,8,4,4,25127.97,1.48,9728.58,4.24,206.72,37.78,7179,1794856,686,9775,2443235,934,355,88722,34,17310,4326812,80241,13.646,6,,25127.97
All Campuses,, , ,2023,8,4,5,25940.07,77.65,10787.17,4.51,222.47,40.66,7411,1852863,708,10839,2709091,1036,378,94440,36,18628,4656393,88788,14.043,6,,25940.07
All Campuses,, , ,2023,8,4,6,26337.32,167.77,11599.85,4.49,233.55,42.69,7525,1881238,719,11656,2913186,1114,376,93868,36,19556,4888292,95327,14.209,6,,26337.32
All Campuses,, , ,2023,8,4,7,25300.93,1671.01,11845,4.27,232.74,42.54,7229,1807210,691,11902,2974753,1137,357,89298,34,19488,4871261,97189,12.83,6,,25300.93
All Campuses,, , ,2023,8,4,8,25863.32,4501.75,12374.52,4.42,241.16,44.08,7390,1847381,706,12434,3107737,1188,370,92472,35,20194,5047589,101479,11.600999999999999,6,,25863.32
